UTILITYID,UTILNAME,STATE_CODE,YEAR,MONTH," RESIDENTIAL REVENUES ($1,000) ", RESIDENTIAL SALES (MWh) , RESIDENTIAL CUSTOMERS ," COMMERCIAL REVENUES ($1,000) ", COMMERCIAL SALES (MWh) , COMMERCIAL CUSTOMERS ," INDUSTRIAL REVENUES ($1,000) ", INDUSTRIAL SALES (MWh) , INDUSTRIAL CUSTOMERS ," TRANSPORTATION REVENUES ($1,000) ", TRANSPORTATION SALES (MWh) , TRANSPORTATION CUSTOMERS ," TOTAL REVENUES ($1,000) ", TOTAL SALES (MWh) , TOTAL CUSTOMERS 
13697,North Central Power Co Inc,WI,2012,9, 241.82 ," 1,771.84 "," 4,514 ", 83.40 , 694.01 , 434 , 16.87 , 198.52 , 4 , -   , -   , -   , 342.09 ," 2,664.37 "," 4,952 "
13780,Northern States Power Co,WI,2012,9," 16,787.98 "," 134,402.77 "," 203,512 "," 21,949.17 "," 226,006.89 "," 37,959 "," 10,513.53 "," 141,664.00 ", 106 , -   , -   , -   ," 49,250.68 "," 502,073.66 "," 241,577 "
13815,Northwestern Wisconsin Elec Co,WI,2012,9, 873.39 ," 6,125.04 "," 10,257 ", 502.04 ," 4,371.59 "," 1,473 ", 368.39 ," 4,139.57 ", 28 , -   , -   , -   ," 1,743.82 "," 14,636.20 "," 11,758 "
15086,Pioneer Power and Light Co,WI,2012,9, 132.00 ," 1,009.00 "," 2,000 ", 46.00 , 249.00 , 166 , 35.00 , 331.00 , 24 , -   , -   , -   , 213.00 ," 1,589.00 "," 2,190 "
18336,Superior Water and Light Co,WI,2012,9, 651.88 ," 6,289.63 "," 12,531 ", 784.39 ," 9,935.46 "," 2,002 "," 2,245.51 "," 36,247.47 ", 115 , -   , -   , -   ," 3,681.78 "," 52,472.56 "," 14,648 "
20847,Wisconsin Electric Power Co,WI,2012,9," 85,302.00 "," 603,461.00 "," 981,754 "," 82,845.00 "," 707,253.00 "," 113,484 "," 51,319.00 "," 620,155.00 ", 679 , -   , -   , -   ," 219,466.00 "," 1,930,869.00 "," 1,095,917 "
20856,Wisconsin Power & Light Co,WI,2012,9," 34,024.00 "," 254,259.00 "," 400,554 "," 21,510.00 "," 192,284.00 "," 58,254 "," 28,808.00 "," 372,614.00 ", 996 , -   , -   , -   ," 84,342.00 "," 819,157.00 "," 459,804 "
20860,Wisconsin Public Service Corp,WI,2012,9," 27,111.20 "," 200,776.66 "," 378,118 "," 32,292.50 "," 326,005.47 "," 54,312 "," 21,244.48 "," 322,878.82 ", 216 , -   , -   , -   ," 80,648.18 "," 849,660.94 "," 432,646 "
40036,Westfield Electric Company,WI,2012,9, 63.00 , 365.00 , 593 , 40.00 , 300.00 , 148 , 58.00 , 514.00 , 17 , -   , -   , -   , 161.00 ," 1,179.00 ", 758 
88888,Total EPM,WI,2012,9," 218,250.00 "," 1,578,147.00 "," 2,609,159 "," 205,848.00 "," 1,887,723.00 "," 342,570 "," 147,979.00 "," 1,953,759.00 "," 4,544 ", -   , -   , -   ," 572,077.00 "," 5,419,629.00 "," 2,956,273 "
0,Adjustment 2012,WV,2012,9," 1,168.85 "," 7,540.61 "," 9,144 ", 551.84 ," 4,519.80 "," 1,524 ", 163.67 ," 1,723.08 ", 19 , (0.19), (12.92), -   ," 1,884.16 "," 13,770.57 "," 10,687 "
733,Appalachian Power Co,WV,2012,9," 32,736.00 "," 335,795.00 "," 367,146 "," 23,975.00 "," 288,342.00 "," 66,289 "," 28,921.00 "," 447,014.00 "," 2,398 ", -   , -   , -   ," 85,632.00 "," 1,071,151.00 "," 435,833 "
1764,Black Diamond Power Co,WV,2012,9, 432.74 ," 3,033.33 "," 4,459 ", 188.00 ," 1,644.05 ", 511 , -   , -   , -   , -   , -   , -   , 620.74 ," 4,677.37 "," 4,970 "
12796,Monongahela Power Co,WV,2012,9," 27,233.79 "," 263,546.84 "," 331,194 "," 18,028.86 "," 201,361.90 "," 47,701 "," 18,757.46 "," 250,669.26 "," 7,748 ", 30.62 , 386.61 , 1 ," 64,050.73 "," 715,964.61 "," 386,644 "
15263,The Potomac Edison Company,WV,2012,9," 10,845.08 "," 111,214.27 "," 116,796 "," 5,986.25 "," 73,104.83 "," 16,886 "," 5,439.63 "," 96,398.10 "," 2,015 ", -   , -   , -   ," 22,270.96 "," 280,717.20 "," 135,697 "
20521,Wheeling Power Co,WV,2012,9," 2,620.00 "," 26,246.00 "," 35,095 "," 3,127.00 "," 36,321.00 "," 5,890 "," 7,351.00 "," 136,668.00 ", 273 , -   , -   , -   ," 13,098.00 "," 199,235.00 "," 41,258 "
88888,Total EPM,WV,2012,9," 75,036.00 "," 747,376.00 "," 863,834 "," 51,857.00 "," 605,294.00 "," 138,801 "," 60,633.00 "," 932,472.00 "," 12,453 ", 30.00 , 374.00 , 1 ," 187,557.00 "," 2,285,516.00 "," 1,015,089 "
0,Adjustment 2012,WY,2012,9," 2,912.55 "," 21,739.07 "," 38,104 "," 3,205.64 "," 33,399.33 "," 8,959 "," 2,593.52 "," 31,968.19 "," 1,308 ", -   , -   , -   ," 8,711.72 "," 87,106.59 "," 48,371 "
3461,Cheyenne Light Fuel & Power Co,WY,2012,9," 2,710.41 "," 22,311.70 "," 35,995 "," 4,528.25 "," 46,697.07 "," 4,406 "," 1,603.15 "," 22,969.76 ", 3 , -   , -   , -   ," 8,841.82 "," 91,978.53 "," 40,404 "
7222,City of Gillette - (WY),WY,2012,9," 1,051.65 "," 11,693.52 "," 12,156 "," 1,081.43 "," 15,674.49 "," 2,087 ", -   , -   , -   , -   , -   , -   ," 2,133.08 "," 27,368.00 "," 14,243 "
8566,High Plains Power Inc,WY,2012,9," 1,124.89 "," 9,622.96 "," 11,868 ", 530.01 ," 5,880.05 ", 438 ," 4,631.74 "," 63,572.29 ", 466 , -   , -   , -   ," 6,286.64 "," 79,075.30 "," 12,772 "
11273,Lower Valley Energy Inc,WY,2012,9," 1,178.00 "," 17,780.00 "," 18,651 ", 963.00 ," 16,402.00 "," 5,804 ", 140.00 ," 2,664.00 ", 165 , -   , -   , -   ," 2,281.00 "," 36,846.00 "," 24,620 "
12199,Montana-Dakota Utilities Co,WY,2012,9, 887.00 ," 8,180.00 "," 12,819 ", 904.00 ," 11,501.00 "," 2,590 ", 19.00 , 210.00 , 23 , -   , -   , -   ," 1,810.00 "," 19,891.00 "," 15,432 "
12825,NorthWestern Energy LLC - (MT),WY,2012,9, 10.24 , 91.15 , 175 , 455.27 ," 3,005.46 ", 432 , -   , -   , -   , -   , -   , -   , 465.51 ," 3,096.61 ", 607 
14354,PacifiCorp,WY,2012,9," 6,913.33 "," 68,512.73 "," 111,224 "," 10,760.19 "," 131,845.27 "," 23,356 "," 30,618.69 "," 531,131.80 "," 2,705 ", -   , -   , -   ," 48,292.22 "," 731,489.80 "," 137,285 "
19156,Powder River Energy Corp,WY,2012,9," 1,225.77 "," 14,227.09 "," 14,289 "," 6,221.13 "," 75,913.85 "," 9,752 "," 6,576.22 "," 119,723.94 "," 3,419 ", -   , -   , -   ," 14,023.12 "," 209,864.88 "," 27,460 "
19545,Black Hills Power Inc,WY,2012,9, 173.20 ," 1,721.32 "," 2,186 ", 289.67 ," 2,876.16 ", 676 , 660.45 ," 9,745.33 ", 11 , -   , -   , -   ," 1,123.32 "," 14,342.81 "," 2,873 "
27058,"High West Energy, Inc",WY,2012,9, 433.00 ," 3,521.00 "," 4,404 ", 21.00 , 200.00 , 19 , 652.00 ," 5,884.00 "," 1,083 ", -   , -   , -   ," 1,106.00 "," 9,605.00 "," 5,506 "
88888,Total EPM,WY,2012,9," 18,620.00 "," 179,401.00 "," 261,871 "," 28,960.00 "," 343,395.00 "," 58,519 "," 47,495.00 "," 787,869.00 "," 9,183 ", -   , -   , -   ," 95,074.00 "," 1,310,665.00 "," 329,573 "
0,Adjustment 2012,AK,2012,10," 4,386.84 "," 14,708.49 "," 31,004 "," 9,383.02 "," 31,439.76 "," 11,638 "," 2,055.14 "," 8,445.21 ", 530 , -   , -   , -   ," 15,825.00 "," 54,593.45 "," 43,172 "
213,Alaska Electric Light&Power Co,AK,2012,10," 1,115.67 "," 10,317.25 "," 13,930 ", 844.07 ," 9,367.37 "," 2,185 ", 949.08 ," 10,378.67 ", 94 , -   , -   , -   ," 2,908.82 "," 30,063.29 "," 16,209 "
219,Alaska Power and Telephone Co,AK,2012,10, 565.83 ," 1,884.71 "," 4,866 ", 820.55 ," 3,086.36 "," 2,211 ", -   , -   , -   , -   , -   , -   ," 1,386.37 "," 4,971.07 "," 7,077 "
599,Anchorage Municipal Light and Power,AK,2012,10," 1,308.82 "," 11,196.18 "," 24,616 "," 6,503.61 "," 73,849.37 "," 6,318 ", -   , -   , -   , -   , -   , -   ," 7,812.43 "," 85,045.55 "," 30,934 "
1651,Bethel Utilities Corp,AK,2012,10, 479.16 , 814.90 ," 1,698 "," 1,380.62 "," 2,448.61 ", 992 , -   , -   , -   , -   , -   , -   ," 1,859.79 "," 3,263.51 "," 2,690 "
3522,Chugach Electric Assn Inc,AK,2012,10," 6,437.00 "," 42,936.00 "," 69,463 "," 6,808.00 "," 49,368.00 "," 9,172 ", 753.00 ," 5,690.00 ", 7 , -   , -   , -   ," 13,998.00 "," 97,994.00 "," 78,642 "
7353,Golden Valley Elec Assn Inc,AK,2012,10," 5,245.75 "," 23,011.23 "," 38,278 "," 2,307.26 "," 11,016.14 "," 6,293 "," 12,117.43 "," 67,880.90 ", 500 , -   , -   , -   ," 19,670.44 "," 101,908.27 "," 45,071 "
10210,Ketchikan Public Utilities,AK,2012,10, 506.38 ," 4,914.73 "," 6,309 ", 551.87 ," 5,910.48 "," 1,236 ", 191.25 ," 2,224.02 ", 13 , -   , -   , -   ," 1,249.50 "," 13,049.24 "," 7,558 "
10433,Kodiak Electric Assn Inc,AK,2012,10, 496.00 ," 2,936.00 "," 4,708 ", 308.00 ," 1,891.00 "," 1,032 "," 1,259.00 "," 8,302.00 ", 104 , -   , -   , -   ," 2,063.00 "," 13,129.00 "," 5,844 "
10451,Kotzebue Electric Assn Inc,AK,2012,10, 279.00 , 633.00 ," 1,149 ", 473.00 ," 1,096.00 ", 125 , -   , -   , -   , -   , -   , -   , 752.00 ," 1,729.00 "," 1,274 "
11824,Matanuska Electric Assn Inc,AK,2012,10," 5,685.00 "," 37,463.00 "," 54,789 "," 2,874.00 "," 22,908.00 "," 3,720 ", -   , -   , -   , -   , -   , -   ," 8,559.00 "," 60,371.00 "," 58,509 "
19277,TDX North Slope Generating Co,AK,2012,10, -   , -   , -   ," 1,263.00 "," 5,494.00 ", 79 , -   , -   , -   , -   , -   , -   ," 1,263.00 "," 5,494.00 ", 79 
19558,Homer Electric Assn Inc,AK,2012,10," 2,800.98 "," 13,649.19 "," 26,154 "," 2,548.65 "," 14,419.18 "," 3,978 ", 969.34 ," 11,303.97 ", 23 , -   , -   , -   ," 6,318.97 "," 39,372.35 "," 30,155 "
88888,Total EPM,AK,2012,10," 29,306.00 "," 164,465.00 "," 276,964 "," 36,066.00 "," 232,294.00 "," 48,979 "," 18,294.00 "," 114,225.00 "," 1,271 ", -   , -   , -   ," 83,666.00 "," 510,984.00 "," 327,214 "
0,Adjustment 2012,AL,2012,10," 75,140.46 "," 650,749.51 "," 671,164 "," 44,448.38 "," 409,714.55 "," 120,928 "," 21,816.84 "," 297,260.21 ", 395 , -   , -   , -   ," 141,405.68 "," 1,357,724.27 "," 792,487 "
195,Alabama Power Co,AL,2012,10," 137,542.00 "," 1,128,900.00 "," 1,236,650 "," 122,477.00 "," 1,127,630.00 "," 196,844 "," 109,837.00 "," 1,860,031.00 "," 5,843 ", -   , -   , -   ," 369,856.00 "," 4,116,561.00 "," 1,439,337 "
4958,Decatur Utilities,AL,2012,10," 1,922.00 "," 21,680.00 "," 22,557 "," 2,203.00 "," 23,551.00 "," 3,986 "," 2,758.00 "," 50,995.00 ", 21 , -   , -   , -   ," 6,883.00 "," 96,226.00 "," 26,564 "
6422,City of Florence - (AL),AL,2012,10," 3,896.54 "," 38,516.89 "," 39,974 "," 3,377.95 "," 32,303.33 "," 7,650 "," 1,001.46 "," 14,051.65 ", 755 , -   , -   , -   ," 8,275.94 "," 84,871.87 "," 48,379 "
9094,City of Huntsville - (AL),AL,2012,10," 13,596.00 "," 141,606.00 "," 149,386 "," 12,108.00 "," 125,416.00 "," 20,670 "," 6,509.00 "," 84,587.00 ", 119 , -   , -   , -   ," 32,213.00 "," 351,609.00 "," 170,175 "
9739,Joe Wheeler Elec Member Corp,AL,2012,10," 4,548.00 "," 40,147.00 "," 34,512 "," 2,520.00 "," 21,219.00 "," 8,170 "," 2,968.00 "," 51,691.00 ", 23 , -   , -   , -   ," 10,036.00 "," 113,057.00 "," 42,705 "
17252,Singing River Elec Pwr Assn,AL,2012,10, 37.56 , 305.12 , 370 , 5.94 , 52.26 , 19 , -   , -   , -   , -   , -   , -   , 43.50 , 357.38 , 389 
18642,Tennessee Valley Authority,AL,2012,10, -   , -   , -   , -   , -   , -   ," 18,614.00 "," 444,875.00 ", 11 , -   , -   , -   ," 18,614.00 "," 444,875.00 ", 11 
88888,Total EPM,AL,2012,10," 236,683.00 "," 2,021,905.00 "," 2,154,613 "," 187,140.00 "," 1,739,886.00 "," 358,267 "," 163,504.00 "," 2,803,491.00 "," 7,167 ", -   , -   , -   ," 587,327.00 "," 6,565,282.00 "," 2,520,047 "
0,Adjustment 2012,AR,2012,10," 34,011.69 "," 363,311.45 "," 387,850 "," 19,261.07 "," 229,292.94 "," 48,726 "," 15,573.93 "," 243,418.46 "," 8,380 ", 3.43 , 28.99 , 1 ," 68,850.12 "," 836,051.85 "," 444,957 "
814,Entergy Arkansas Inc,AR,2012,10," 52,182.75 "," 554,851.93 "," 585,763 "," 41,476.54 "," 533,209.58 "," 90,311 "," 36,721.99 "," 594,248.86 "," 24,125 ", 0.69 , 7.12 , 1 ," 130,381.97 "," 1,682,317.49 "," 700,200 "
817,Arkansas Valley Elec Coop Corp,AR,2012,10," 4,879.00 "," 48,824.00 "," 50,110 "," 1,085.00 "," 13,188.00 "," 3,587 ", 956.00 ," 19,772.00 ", 14 , -   , -   , -   ," 6,920.00 "," 81,784.00 "," 53,711 "
3093,Carroll Electric Coop Corp - (AR),AR,2012,10," 6,168.32 "," 69,015.19 "," 72,294 "," 1,853.01 "," 23,894.73 "," 5,103 "," 1,246.58 "," 23,356.41 ", 36 , -   , -   , -   ," 9,267.90 "," 116,266.34 "," 77,433 "
5860,Empire District Electric Co,AR,2012,10, 280.73 ," 2,604.06 "," 3,549 ", 283.46 ," 3,087.36 ", 763 , 438.02 ," 6,475.83 ", 10 , -   , -   , -   ," 1,002.21 "," 12,167.24 "," 4,322 "
6342,First Electric Coop Corp,AR,2012,10," 7,978.95 "," 71,717.29 "," 81,997 "," 1,924.42 "," 15,979.32 "," 5,436 "," 1,863.34 "," 34,251.35 ", 876 , -   , -   , -   ," 11,766.71 "," 121,947.96 "," 88,309 "
12681,Mississippi County Electric Co,AR,2012,10, 326.16 ," 3,695.93 "," 3,386 ", 167.90 ," 1,979.07 ", 690 ," 11,965.75 "," 265,452.99 ", 630 , -   , -   , -   ," 12,459.81 "," 271,128.00 "," 4,706 "
14063,Oklahoma Gas & Electric Co,AR,2012,10," 3,464.00 "," 45,279.00 "," 54,461 "," 5,241.00 "," 84,337.00 "," 10,383 "," 4,305.00 "," 90,532.00 ", 405 , -   , -   , -   ," 13,010.00 "," 220,148.00 "," 65,249 "
17698,Southwestern Electric Power Co,AR,2012,10," 5,201.00 "," 60,349.00 "," 96,007 "," 6,912.00 "," 103,395.00 "," 17,506 "," 5,926.00 "," 128,271.00 ", 623 , -   , -   , -   ," 18,039.00 "," 292,015.00 "," 114,136 "
88888,Total EPM,AR,2012,10," 114,493.00 "," 1,219,648.00 "," 1,335,417 "," 78,204.00 "," 1,008,363.00 "," 182,505 "," 78,997.00 "," 1,405,779.00 "," 35,099 ", 4.00 , 36.00 , 2 ," 271,698.00 "," 3,633,826.00 "," 1,553,023 "
0,Adjustment 2012,AZ,2012,10," 16,421.84 "," 125,189.75 "," 159,201 "," 16,589.93 "," 222,246.92 "," 29,405 "," 7,327.26 "," 106,295.80 "," 3,253 ", -   , -   , -   ," 40,339.02 "," 453,732.48 "," 191,859 "
176,Ajo Improvement Co,AZ,2012,10, 32.37 , 391.00 , 838 , 33.18 , 450.00 , 184 , 10.56 , 146.00 , 1 , -   , -   , -   , 76.11 , 987.00 ," 1,023 "
803,Arizona Public Service Co,AZ,2012,10," 113,287.00 "," 947,495.00 "," 1,004,668 "," 110,779.00 "," 1,059,520.00 "," 123,895 "," 14,731.00 "," 187,152.00 "," 3,727 ", -   , -   , -   ," 238,797.00 "," 2,194,167.00 "," 1,132,290 "
12919,Morenci Water and Electric,AZ,2012,10, 122.03 ," 1,086.43 "," 2,122 ", 121.11 ," 1,204.75 ", 254 ," 5,805.18 "," 148,377.01 ", 2 , -   , -   , -   ," 6,048.32 "," 150,668.19 "," 2,378 "
13314,Navajo Tribal Utility Authority,AZ,2012,10, 904.00 ," 8,723.00 "," 27,880 "," 1,637.00 "," 14,062.00 "," 3,238 "," 1,349.00 "," 17,212.00 ", 3 , -   , -   , -   ," 3,890.00 "," 39,997.00 "," 31,121 "
16572,Salt River Project,AZ,2012,10," 99,162.00 "," 909,463.00 "," 870,047 "," 80,996.00 "," 905,681.00 "," 95,613 "," 19,856.00 "," 293,381.00 ", 47 , -   , -   , -   ," 200,014.00 "," 2,108,525.00 "," 965,707 "
19189,Trico Electric Cooperative Inc,AZ,2012,10," 4,060.74 "," 36,247.76 "," 38,991 "," 1,778.16 "," 19,150.51 "," 2,146 ", 146.66 ," 2,220.13 ", 34 , -   , -   , -   ," 5,985.56 "," 57,618.40 "," 41,171 "
19728,"UNS Electric, Inc",AZ,2012,10," 5,410.10 "," 59,183.16 "," 80,939 "," 4,548.01 "," 47,009.56 "," 10,966 "," 2,102.89 "," 23,368.93 ", 22 , -   , -   , -   ," 12,061.01 "," 129,561.65 "," 91,927 "
21538,"Mohave Electric Cooperative, I",AZ,2012,10," 4,104.60 "," 33,715.30 "," 35,167 "," 2,083.70 "," 18,963.70 "," 4,022 ", 553.60 ," 6,855.90 ", 23 , -   , -   , -   ," 6,741.90 "," 59,534.90 "," 39,212 "
24211,Tucson Electric Power Co,AZ,2012,10," 28,966.51 "," 277,517.47 "," 369,093 "," 21,501.16 "," 180,460.46 "," 36,257 "," 21,938.25 "," 277,797.30 ", 631 , -   , -   , -   ," 72,405.92 "," 735,775.24 "," 405,981 "
25866,Ak-Chin Electric Utility Authority,AZ,2012,10, 41.27 , 383.00 , 292 , 201.92 ," 2,359.00 ", 107 , 3.02 , 55.00 , 27 , -   , -   , -   , 246.22 ," 2,797.00 ", 426 
88888,Total EPM,AZ,2012,10," 272,512.00 "," 2,399,395.00 "," 2,589,238 "," 240,269.00 "," 2,471,108.00 "," 306,087 "," 73,823.00 "," 1,062,861.00 "," 7,770 ", -   , -   , -   ," 586,605.00 "," 5,933,364.00 "," 2,903,095 "
0,Adjustment 2012,CA,2012,10," 47,473.36 "," 409,569.99 "," 781,213 "," 211,775.98 "," 2,103,941.20 "," 153,592 "," 152,737.94 "," 1,557,649.00 "," 6,265 "," 1,947.09 "," 32,566.33 ", 1 ," 413,934.37 "," 4,103,726.52 "," 941,071 "
4390,City of Corona - (CA),CA,2012,10, 73.76 , 408.33 , 478 , 725.89 ," 4,108.49 ", 391 , 367.13 ," 2,560.41 ", 8 , -   , -   , -   ," 1,166.78 "," 7,077.23 ", 877 
9216,Imperial Irrigation District,CA,2012,10," 18,864.00 "," 166,761.00 "," 127,395 "," 15,361.00 "," 139,119.00 "," 20,280 ", 929.00 ," 6,910.00 ", 832 , -   , -   , -   ," 35,154.00 "," 312,790.00 "," 148,507 "
11208,Los Angeles Department of Water & Power,CA,2012,10," 112,106.28 "," 824,190.88 "," 1,276,429 "," 167,209.20 "," 1,290,988.56 "," 187,205 "," 20,792.48 "," 176,530.61 "," 12,279 ", 273.32 ," 1,792.00 ", 2 ," 300,381.27 "," 2,293,502.06 "," 1,475,915 "
12745,Modesto Irrigation District,CA,2012,10," 13,041.34 "," 70,350.97 "," 94,270 "," 11,162.32 "," 76,678.66 "," 19,643 "," 8,577.74 "," 80,777.81 ", 167 , -   , -   , -   ," 32,781.40 "," 227,807.44 "," 114,080 "
14328,Pacific Gas & Electric Co,CA,2012,10," 405,534.79 "," 2,549,865.03 "," 4,806,508 "," 594,857.98 "," 3,293,639.88 "," 691,782 "," 128,017.23 "," 987,348.09 "," 1,112 ", -   , -   , -   ," 1,128,410.00 "," 6,830,853.00 "," 5,499,402 "
14354,PacifiCorp,CA,2012,10," 3,765.99 "," 28,099.09 "," 35,405 "," 2,828.55 "," 23,092.38 "," 7,561 ", 953.49 ," 7,876.63 "," 1,960 ", -   , -   , -   ," 7,548.03 "," 59,068.11 "," 44,926 "
14534,City of Pasadena - (CA),CA,2012,10," 5,776.14 "," 34,967.59 "," 54,592 "," 9,692.13 "," 71,703.38 "," 8,420 ", -   , -   , -   , 113.83 , 812.59 , 1 ," 15,582.10 "," 107,483.55 "," 63,013 "
16534,Sacramento Municipal Util Dist,CA,2012,10," 39,204.61 "," 331,879.69 "," 534,980 "," 7,202.92 "," 52,239.62 "," 55,261 "," 54,441.03 "," 453,512.56 "," 13,491 ", 385.79 ," 2,495.82 ", 1 ," 101,234.35 "," 840,127.69 "," 603,733 "
16609,San Diego Gas & Electric Co,CA,2012,10," 135,164.82 "," 710,775.57 "," 1,244,361 "," 104,292.31 "," 616,574.64 "," 149,390 "," 26,116.68 "," 185,122.49 ", 466 , 581.38 ," 8,260.00 ", 4 ," 266,155.19 "," 1,520,732.70 "," 1,394,221 "
16612,City & County of San Francisco,CA,2012,10, -   , -   , -   ," 7,567.97 "," 74,500.57 "," 1,936 ", 24.83 , 490.63 , 1 , 372.16 ," 8,751.12 ", 1 ," 7,964.96 "," 83,742.32 "," 1,938 "
17609,Southern California Edison Co,CA,2012,10," 373,005.00 "," 2,998,343.00 "," 4,311,584 "," 392,630.00 "," 3,539,744.00 "," 573,080 "," 61,507.00 "," 700,539.00 "," 32,590 ", 674.00 ," 4,516.00 ", 1 ," 827,816.00 "," 7,243,142.00 "," 4,917,255 "
17612,Bear Valley Electric Service,CA,2012,10," 1,487.26 "," 4,966.58 "," 21,927 ", 948.44 ," 2,775.38 "," 1,488 ", 161.68 , 666.55 , 10 , -   , -   , -   ," 2,597.38 "," 8,408.51 "," 23,425 "
18260,Surprise Valley Electrificatio,CA,2012,10, 148.14 ," 1,818.86 "," 2,832 ", 54.17 , 690.06 , 856 , 327.04 ," 4,010.37 ", 799 , -   , -   , -   , 529.35 ," 6,519.28 "," 4,487 "
19281,Turlock Irrigation District,CA,2012,10," 9,010.00 "," 58,786.00 "," 72,138 "," 3,033.00 "," 23,250.00 "," 23,786 "," 10,738.00 "," 88,099.00 "," 4,093 ", -   , -   , -   ," 22,781.00 "," 170,135.00 "," 100,017 "
19840,"Valley Electric Assn, Inc",CA,2012,10, 1.08 , 8.09 , 11 , 0.09 , 0.25 , 2 , 93.35 , 968.79 , 30 , -   , -   , -   , 94.51 , 977.13 , 43 
27000,WAPA-- Western Area Power Administration,CA,2012,10,,,,,,,,,, 12.02 , 646.00 , 1 , 12.02 , 646.00 , 1 
88888,Total EPM,CA,2012,10," 1,164,657.00 "," 8,190,791.00 "," 13,364,123 "," 1,529,342.00 "," 11,313,046.00 "," 1,894,673 "," 465,785.00 "," 4,253,062.00 "," 74,103 "," 4,360.00 "," 59,840.00 ", 12 ," 3,164,143.00 "," 23,816,739.00 "," 15,332,911 "
0,Adjustment 2012,CO,2012,10," 38,459.03 "," 319,188.98 "," 415,207 "," 28,458.08 "," 288,400.55 "," 68,493 "," 29,246.20 "," 367,473.88 "," 8,869 ", (0.01), -   , -   ," 96,163.30 "," 975,063.41 "," 492,569 "
3989,City of Colorado Springs - (CO),CO,2012,10," 12,776.07 "," 111,539.43 "," 188,566 "," 7,064.70 "," 88,444.62 "," 23,753 "," 11,860.67 "," 163,169.32 "," 1,562 ", -   , -   , -   ," 31,701.44 "," 363,153.37 "," 213,881 "
6604,City of Fort Collins - (CO),CO,2012,10," 3,097.80 "," 34,869.10 "," 59,435 "," 3,006.85 "," 41,693.76 "," 7,768 "," 2,202.04 "," 40,045.61 ", 15 , -   , -   , -   ," 8,306.69 "," 116,608.47 "," 67,218 "
9336,Intermountain Rural Elec Assn,CO,2012,10," 10,487.00 "," 88,317.00 "," 129,879 "," 5,631.00 "," 48,335.00 "," 11,968 ", 963.00 ," 10,657.00 ", 77 , -   , -   , -   ," 17,081.00 "," 147,309.00 "," 141,924 "
10066,K C Electric Association,CO,2012,10, 363.00 ," 2,731.00 "," 3,232 ", 772.00 ," 7,274.00 "," 2,377 ", 339.00 ," 4,270.00 ", 721 , -   , -   , -   ," 1,474.00 "," 14,275.00 "," 6,330 "
12866,Moon Lake Electric Assn Inc,CO,2012,10, 69.00 , 942.00 ," 1,626 ", 187.00 ," 2,595.00 ", 731 ," 2,531.00 "," 42,417.00 ", 11 , -   , -   , -   ," 2,787.00 "," 45,954.00 "," 2,368 "
15257,"Poudre Valley R  E  A, Inc",CO,2012,10," 3,055.03 "," 26,419.34 "," 30,856 ", 497.54 ," 4,349.83 "," 3,500 "," 4,278.39 "," 52,835.22 ", 998 , -   , -   , -   ," 7,830.96 "," 83,604.38 "," 35,354 "
15466,Public Service Co of Colorado,CO,2012,10," 71,530.61 "," 676,865.00 "," 1,173,759 "," 95,772.72 "," 1,004,340.00 "," 208,985 "," 37,546.82 "," 563,014.00 ", 330 , 433.47 ," 4,378.00 ", 1 ," 205,283.62 "," 2,248,597.00 "," 1,383,075 "
16603,"San Luis Valley R E C, Inc",CO,2012,10, 686.00 ," 3,999.00 "," 8,612 ", 425.00 ," 3,244.00 "," 1,012 ", 636.00 ," 5,526.00 "," 2,619 ", -   , -   , -   ," 1,747.00 "," 12,769.00 "," 12,243 "
19499,"United Power, Inc",CO,2012,10," 5,829.05 "," 47,916.04 "," 60,389 "," 4,292.85 "," 40,915.22 "," 8,786 "," 1,600.62 "," 18,400.90 ", 657 , -   , -   , -   ," 11,722.52 "," 107,232.17 "," 69,832 "
27058,"High West Energy, Inc",CO,2012,10, 72.00 , 643.00 , 611 , 28.00 , 260.00 , 19 , 254.00 ," 1,044.00 ", 259 , -   , -   , -   , 354.00 ," 1,947.00 ", 889 
56146,Black Hills/Colorado Elec.Util,CO,2012,10," 7,158.06 "," 41,867.80 "," 81,935 "," 8,967.85 "," 68,776.55 "," 12,216 "," 3,336.19 "," 26,477.98 ", 64 , -   , -   , -   ," 19,462.10 "," 137,122.33 "," 94,215 "
88888,Total EPM,CO,2012,10," 153,583.00 "," 1,355,298.00 "," 2,154,107 "," 155,104.00 "," 1,598,629.00 "," 349,608 "," 94,794.00 "," 1,295,331.00 "," 16,182 ", 433.00 ," 4,378.00 ", 1 ," 403,914.00 "," 4,253,635.00 "," 2,519,898 "
0,Adjustment 2012,CT,2012,10," 74,224.79 "," 405,012.33 "," 653,104 "," 124,590.88 "," 847,009.00 "," 81,197 "," 29,891.89 "," 223,400.40 "," 2,888 "," 1,459.45 "," 15,626.63 ", 2 ," 230,167.00 "," 1,491,048.36 "," 737,191 "
